"subject_ID","Activity","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()"
"1",1,"STANDING",0.278917629056604,-0.0161375901037736,-0.110601817735849,-0.995759901509434,-0.973190056415094,-0.979775876981132,0.942952000377358,-0.272983832264151,0.0134905823226415,-0.99376298509434,-0.981225957924528,-0.976324063584906,0.0753766542264151,0.00797573092830189,-0.00368524954709434,-0.994604542264151,-0.98564873245283,-0.992251177358491,-0.0239877347979245,-0.0593972209811321,0.074800751,-0.987191946603774,-0.98773444,-0.980645626981132,-0.0996092129056604,-0.0440627877924528,-0.0489505466716981,-0.992945106981132,-0.995137917358491,-0.992108467169811,-0.98427820735849,-0.981942928867925,-0.98427820735849,-0.981942928867925,-0.992367790566038,-0.993096209433962,-0.976493792830189,-0.978690028679245,-0.994966790566038,-0.994733238679245
"2",1,"SITTING",0.261237565425532,-0.00130828765170213,-0.104544182255319,-0.977229008297872,-0.922618641914894,-0.93958629106383,0.831509933404255,0.204411592680851,0.332043702765957,-0.968457145744681,-0.935517055957447,-0.949040933191489,0.0774825199574468,-0.000619102785106384,-0.00336779235021277,-0.986430711276596,-0.981371965319149,-0.987910804468085,-0.045350056512766,-0.0919241549361702,0.0629313811914894,-0.977211283191489,-0.966473895319149,-0.941425920851064,-0.0936793807234042,-0.0402118124255319,-0.046702627,-0.99173159212766,-0.989518068510638,-0.987935806382979,-0.948536786170213,-0.927078418723404,-0.948536786170213,-0.927078418723404,-0.987364195531915,-0.984120024042553,-0.93089249,-0.934531840425532,-0.991976341276596,-0.988308728510638
"3",1,"LAYING",0.22159824394,-0.0405139534294,-0.11320355358,-0.9280564692,-0.83682740562,-0.826061401628,-0.24888179828,0.70554977346,0.4458177198,-0.8968300184,-0.90772000676,-0.85236629022,0.0810865342,0.0038382040088,0.010834236361,-0.958482112,-0.9241492736,-0.9548551108,-0.016553093978,-0.064486124088,0.14868943626,-0.87354386782,-0.9510904402,-0.9082846626,-0.107270949192,-0.04151728689,-0.0740501211,-0.9186085208,-0.9679072436,-0.9577901596,-0.8419291525,-0.79514486386,-0.8419291525,-0.79514486386,-0.9543962646,-0.9282456284,-0.874759548,-0.81901016976,-0.96346103,-0.9358409828
"4",1,"WALKING",0.277330758736842,-0.0173838185273684,-0.111148103547368,-0.283740258842105,0.114461336747368,-0.260027902210526,0.935223201473684,-0.282165021263158,-0.068102864,-0.976609642526316,-0.971305961473684,-0.947717226105263,0.0740416333157895,0.0282721095884211,-0.00416840617789474,-0.113615602435789,0.0670025007684211,-0.502699788526316,-0.041830963526,-0.0695300462115789,0.0849448173042105,-0.473535485894737,-0.0546077686594737,-0.344266629473684,-0.0899975423705263,-0.0398428709463158,-0.0461309295021053,-0.207421854757895,-0.304468510631579,-0.404255452631579,-0.136971176556842,-0.219688645631579,-0.136971176556842,-0.219688645631579,-0.141428809031579,-0.0744717500625263,-0.160979552536842,-0.186978364526316,-0.298703679084211,-0.325324878894737
"5",1,"WALKING_DOWNSTAIRS",0.289188320408163,-0.00991850461020408,-0.107566190908163,0.0300353383483878,-0.0319359434489796,-0.230434213204082,0.931874418979592,-0.266610338979592,-0.0621199585938776,-0.950559811632653,-0.937018658979592,-0.895939695102041,0.0541553164897959,0.0296504490408163,-0.0109719730183673,-0.012283860544898,-0.101601390640816,-0.345735032326531,-0.0350781902989796,-0.0909371290204082,0.0900850142030612,-0.458030542938775,-0.126349194938775,-0.124702454242857,-0.0739592036271429,-0.0439902783367347,-0.0270461061061224,-0.487027342244898,-0.238824827530612,-0.268761480242857,0.0271882914106122,0.0198843506265306,0.0271882914106122,0.0198843506265306,-0.0894474807979592,-0.0257877197081633,-0.0757412543673469,-0.225724368061224,-0.295463843346939,-0.306510645530612
"6",1,"WALKING_UPSTAIRS",0.255461689622641,-0.0239531492643396,-0.0973020020943396,-0.35470802509434,-0.00232026501698113,-0.0194792388471698,0.89335109754717,-0.362153364339623,-0.075402939754717,-0.956367027924528,-0.952849233207547,-0.912379410377358,0.101372729922642,0.0194863076188679,-0.0455625449113208,-0.446843887735849,-0.378274426037736,-0.706593530943396,0.050549379754717,-0.166170015088679,0.0583595463981132,-0.544871104528302,0.00410518379811321,-0.50716867490566,-0.122232768011321,-0.0421485884509434,-0.0407125527654717,-0.614786508490566,-0.601696656226415,-0.606332002264151,-0.129927630735849,-0.324970929245283,-0.129927630735849,-0.324970929245283,-0.466503446226415,-0.478991622075472,-0.126735589969811,-0.14861931805283,-0.59488286509434,-0.648553044339623
"7",3,"STANDING",0.280046513278689,-0.0143376555065574,-0.101621722633148,-0.96674254295082,-0.893449307213115,-0.911419015081967,0.93503077852459,-0.301735130327869,0.024763106752459,-0.982020428032787,-0.957425321803279,-0.928161577377049,0.0750900622277049,0.00771663644590164,-0.00807177934114754,-0.957086489344262,-0.941686785737705,-0.973059634918033,-0.0246626070770492,-0.0585101918262295,0.0665262054098361,-0.900462227540984,-0.927788618196721,-0.91236408147541,-0.0994602620655738,-0.0472415819016393,-0.0416832156688525,-0.940937642459016,-0.968433747868853,-0.958293011803279,-0.925430819016393,-0.915143303606557,-0.925430819016393,-0.915143303606557,-0.959303840327869,-0.948770043278689,-0.892089349344262,-0.88212522147541,-0.962339339672131,-0.957679766885246
"8",3,"SITTING",0.257197599134615,-0.00350299841730769,-0.0983579203269231,-0.971010120961538,-0.856617812115385,-0.875110175384615,0.901098984615385,0.127303379245962,0.139020582461538,-0.957324457884615,-0.903923008269231,-0.897736318269231,0.0726098418653846,0.00272529134230769,-0.00423348373557692,-0.974467390384615,-0.953631390961538,-0.974661565961538,-0.0385365204807692,-0.07524100275,0.0940113975530769,-0.965434768461539,-0.944854571346154,-0.926413710384615,-0.103605889057692,-0.0360909881807692,-0.0590079966686538,-0.972546905961538,-0.978635908653846,-0.973751670576923,-0.895383350192308,-0.8703017,-0.895383350192308,-0.8703017,-0.969080752884615,-0.966550084230769,-0.919354372307692,-0.925518103807692,-0.977998051923077,-0.976772675961538
"9",3,"LAYING",0.275516852741935,-0.0189556785048387,-0.101300477506452,-0.982776639193548,-0.962057544516129,-0.96369103483871,-0.241758478064516,0.837032099677419,0.48870318516129,-0.982512193064516,-0.981202749677419,-0.964807543870968,0.0769811125806452,0.0138041011306452,-0.00435625874355645,-0.98087931483871,-0.968710724677419,-0.982093162903226,-0.0208170540330645,-0.0718507159435484,0.137999561112903,-0.974545752096774,-0.977272653709677,-0.963505609032258,-0.10004449883871,-0.0389771765322581,-0.06873387,-0.980328645,-0.986762741935484,-0.983338279516129,-0.972791346129032,-0.964218176451613,-0.972791346129032,-0.964218176451613,-0.979484593387097,-0.976121297903226,-0.951564751451613,-0.954275110967742,-0.98671362516129,-0.983139255645161
"10",3,"WALKING",0.275567462068965,-0.0171767844203448,-0.112674859827586,-0.360356726034483,-0.0699140652103448,-0.387411994310345,0.936506743275862,-0.261986357931034,-0.138107866258621,-0.97777159137931,-0.962355639482759,-0.952091795,0.0814745882660345,0.0100591485,-0.00562264594827586,-0.26867964387931,-0.0449619594258621,-0.52948611637931,-0.0256405192517241,-0.0779150937413793,0.0813485942827586,-0.571869560172414,-0.563793260172414,-0.476696411551724,-0.0952398165017241,-0.0387874651724138,-0.0503616100815517,-0.385922986034483,-0.639087984137931,-0.536664080344828,-0.254690333275862,-0.328428936551724,-0.254690333275862,-0.328428936551724,-0.280009317413793,-0.139916355325862,-0.466411754137931,-0.561510683275862,-0.566135217931034,-0.567371560862069
